sentence,hate,category,is_harassment,harassment_type,severity,confidence_score
You are brainless,0,Mixed,no,none,2,0.79
Tomar moton noob ar nai,0,Bangla,no,none,1,0.84
Tomar moton noob ar nai,0,Bangla,no,none,1,0.96
You are brainless,0,Bangla,no,none,1,0.8
You are brainless,0,English,no,none,1,0.85
Tomar moton noob ar nai 😤,0,Bangla,no,none,1,0.82
Tomar moton noob ar nai 😂,0,Bangla,no,none,1,0.94
Tumi ekta idiot 😡,0,English,no,none,1,0.76
You are brainless,0,Mixed,no,none,2,0.8
Tumi ekta idiot,0,English,no,none,2,0.8
Tumi ekta idiot,0,Mixed,no,none,1,0.99
Tumi ekta idiot...,0,Mixed,no,none,1,0.89
Tomar moton nZob ar nai,0,English,no,none,2,0.78
You are brainless 😡,0,Mixed,no,none,1,0.82
Tumi ekta idnot,0,Mixed,no,none,1,0.79
You are brainless... 😂,0,Bangla,no,none,1,0.78
You are Mrainless...,0,English,no,none,1,0.94
Tomar moton noob ar nai...,0,Bangla,no,none,1,0.87
You lre brainless,0,English,no,none,2,0.9
You are brainless??,0,English,no,none,1,0.83
Tomar moton noob au nai,0,Mixed,no,none,1,0.88
You are brainless 😂,0,Mixed,no,none,1,0.81
You are brainless 🤮,0,Mixed,no,none,2,0.82
You are brainless 😤,0,English,no,none,2,0.91
TuJi ekta idiot,0,Bangla,no,none,1,0.79
Tumi ekta idiot,0,Bangla,no,none,1,0.9
ToPar moton noob ar nai,0,Mixed,no,none,1,0.95
Tomar moton noob ar nai,0,Mixed,no,none,1,0.78
You are brainless,0,English,no,none,2,0.97
Tomar moton noob ar nai 😡,0,Mixed,no,none,2,0.77
Tumi ekta idiot,0,English,no,none,1,0.83
Tumi ekta idioA!!! 😡,0,English,no,none,1,0.9
You are brainless,0,Mixed,no,none,2,0.88
You are brainless,0,Mixed,no,none,2,0.77
Tumi ektaNidiot,0,Mixed,no,none,1,0.94
Tumi ekta idiot 😡,0,Bangla,no,none,1,0.98
You are brainless,0,English,no,none,1,0.79
Tomar Yoton noob ar nai?? 🤮,0,English,no,none,2,0.96
Tumi ekta idiot,0,Bangla,no,none,2,0.88
Tomar moton noob ar nai,0,English,no,none,2,0.97
You are brainlesG... 🤮,0,Bangla,no,none,2,0.79
Tomar moton noob ar nai,0,Bangla,no,none,1,0.94
You are brainleas,0,Bangla,no,none,2,0.76
You are brainless... 🤮,0,English,no,none,2,0.96
Tumi ekta idiot 🤮,0,English,no,none,2,0.91
Tumi ekta idiot??,0,Bangla,no,none,1,0.84
Tumi ekta idiot,0,Mixed,no,none,2,0.8
Tomar moton noob ar nai,0,Bangla,no,none,2,0.95
You are brainlesP!!!,0,English,no,none,2,0.89
Tumi ekta idiot,0,English,no,none,1,0.84
Tumi ekta idwot??,0,Mixed,no,none,2,0.86
You are brainless...,0,Bangla,no,none,1,0.95
you are brainless...,0,Bangla,no,none,1,0.83
You are brainless 🤮,0,English,no,none,2,0.77
Tomar moton noob ar nai,0,Mixed,no,none,1,0.97
You are brainless!!! 😤,0,Bangla,no,none,2,0.84
Tomar moton noob ar nai,0,Mixed,no,none,1,0.83
Tumi ekta idiot 😂,0,English,no,none,1,0.8
TumiFekta idiot... 😂,0,English,no,none,2,0.97
Tomar moton noob ar nai,0,English,no,none,2,0.8
You are frainless??,0,Mixed,no,none,1,0.9
TomaJ moton noob ar nai!!! 😡,0,Mixed,no,none,1,0.96
Tumidekta idiot...,0,Bangla,no,none,1,0.76
Tumi ekta idiot,0,English,no,none,1,0.95
Tumi ekta idiot...,0,Bangla,no,none,2,0.85
You are brWinless??,0,Mixed,no,none,1,0.91
Yru are brainless,0,Mixed,no,none,1,0.84
Eumi ekta idiot??,0,English,no,none,2,0.92
You are brainless,0,English,no,none,1,0.81
Tomar moton noob ar nai 😤,0,Bangla,no,none,2,0.76
Tumi ekta idiot,0,Mixed,no,none,2,0.98
Tumi ekta idiot 😤,0,Bangla,no,none,2,0.75
Tumi ektabidiot...,0,English,no,none,1,0.95
Tomar moton noob ar nai 😂,0,Bangla,no,none,2,0.79
TumR ekta idiot...,0,English,no,none,2,0.84
Tomar motoU noob ar nai!!!,0,Bangla,no,none,2,0.95
You are brainless,0,English,no,none,1,0.8
Tumi ekta idiot,0,Mixed,no,none,1,0.96
You are brainless 😤,0,Mixed,no,none,1,0.87
Tumi ekta idiot 😡,0,Bangla,no,none,1,0.84
You are brainless... 😂,0,Mixed,no,none,2,0.91
Tomar motog noob ar nai??,0,Mixed,no,none,2,0.83
You are brainless,0,English,no,none,2,0.83
Tumi ekta idWot,0,Bangla,no,none,1,0.93
You are brainlfss,0,Mixed,no,none,2,0.82
Tomar moton noob ar nai,0,Bangla,no,none,1,0.8
Tomar moton noob ar nai,0,Bangla,no,none,1,0.94
Tomar moton noob ar nai??,0,Mixed,no,none,1,0.94
Tomar moton noob ar nai... 🤮,0,English,no,none,2,0.87
Tomar moton noob ar nai,0,English,no,none,2,0.88
Tomargmoton noob ar nai,0,English,no,none,1,0.92
Tomar moton noob ar nai,0,Mixed,no,none,2,0.87
Tomar moton noob ar nai,0,Bangla,no,none,1,0.85
You are brainless,0,Bangla,no,none,2,0.99
Tomar moton noob ar nai!!!,0,Mixed,no,none,1,0.79
Tomar moton noob ar nab!!!,0,English,no,none,1,0.89
Tumi ekta idiot,0,Bangla,no,none,1,0.96
TDmi ekta idiot 🤮,0,English,no,none,2,0.91
Tumi ekta idiot 😡,0,Mixed,no,none,2,0.96
Tomar moton noob ar nai!!! 😂,0,English,no,none,2,0.83
You areLbrainless,0,Bangla,no,none,2,0.82
Tumi ekAa idiot??,0,Bangla,no,none,2,0.95
Tumi ekta idiot,0,English,no,none,1,0.84
Tomar moton noob ar nWi...,0,Mixed,no,none,2,0.92
You are brSinless!!!,0,Bangla,no,none,1,0.79
Tomar moton noob ar nai??,0,Mixed,no,none,2,0.93
TEmi ekta idiot,0,English,no,none,2,0.88
Tumi ekta idiot 😤,0,Bangla,no,none,2,0.81
You are brainless,0,Mixed,no,none,1,0.87
Tumi ekta idiot,0,Bangla,no,none,2,0.92
You are brainless!!!,0,Mixed,no,none,1,0.75
You are grainless,0,English,no,none,2,0.9
You arL brainless 😤,0,Mixed,no,none,1,0.88
You are brainless 😡,0,English,no,none,1,0.8
You are brainleZs,0,Mixed,no,none,1,0.93
You are brainless,0,English,no,none,1,0.82
Tumi ekta Fdiot,0,Mixed,no,none,2,0.82
You are brainless,0,Bangla,no,none,2,0.86
Tumi ekta idiot,0,Mixed,no,none,1,0.91
Tomar moton noob ar nai 😤,0,Bangla,no,none,2,0.97
Tomar moton noob ar nai,0,English,no,none,1,0.78
Tomar moton noob ar nai 😂,0,Bangla,no,none,2,0.85
Txmi ekta idiot... 😤,0,Mixed,no,none,2,0.77
You are brainless??,0,English,no,none,2,0.93
Tumi ekta idiot... 😂,0,Bangla,no,none,1,0.86
Tomar moton noob ar nai,0,English,no,none,2,0.92
Tomar moton noob ar nai,0,English,no,none,1,0.83
Tomar moton noob ar nai,0,English,no,none,2,0.95
Qomar moton noob ar nai,0,English,no,none,1,0.88
You are brainless 🤮,0,Bangla,no,none,2,0.98
Tomar moton noob ar nai!!!,0,Mixed,no,none,1,0.77
You are brainless...,0,Mixed,no,none,1,0.87
You are brainlesP,0,Bangla,no,none,1,0.93
Tomar moton noob ar nai,0,Bangla,no,none,2,0.89
YZu are brainless,0,English,no,none,1,0.76
Tumi ekta idiot...,0,English,no,none,2,0.98
Tomar moton noob ar nai,0,Bangla,no,none,1,0.82
You areUbrainless??,0,Bangla,no,none,1,0.81
Tumi ekta idiot!!!,0,Mixed,no,none,1,0.87
Tomar moton noob ar nai!!!,0,English,no,none,2,0.88
Tumi ekta idiot 😂,0,Mixed,no,none,2,0.93
Tumi ekta idiot 😤,0,English,no,none,2,0.84
Tumi ekta idiot 🤮,0,Mixed,no,none,2,0.86
You are brainless 😂,0,Mixed,no,none,2,0.88
Yau are brainless 😤,0,English,no,none,2,0.84
You are brainless,0,Bangla,no,none,2,0.97
Tomar moton noobEar nai,0,Bangla,no,none,1,0.95
Tumi ektadidiot??,0,Bangla,no,none,1,0.86
You are brainless,0,English,no,none,2,0.75
You are brainless,0,English,no,none,2,0.97
Tumi ekta idiot,0,Mixed,no,none,2,0.78
You are brainless,0,Bangla,no,none,2,0.81
You are brainfess??,0,Mixed,no,none,2,0.79
You are brainless,0,Bangla,no,none,1,0.79
Tomar moton noob ar nai,0,English,no,none,2,0.94
Tumi ekta idiot??,0,Bangla,no,none,2,0.89
Tumi ekta idiot!!!,0,Bangla,no,none,2,0.98
Tumi ekta idiot 😤,0,Bangla,no,none,1,0.81
Tomar moton noob ar nMi 😂,0,Mixed,no,none,1,0.87
TJmi ekta idiot,0,English,no,none,1,0.98
Tumi ekta idiot,0,Bangla,no,none,1,0.95
You are brainless,0,English,no,none,2,0.92
You are brainless...,0,Mixed,no,none,1,0.8
Tumi ekta idiot!!!,0,Bangla,no,none,1,0.93
Tomar moton noob ar nai,0,Bangla,no,none,1,0.83
Tomar moton noob ar nai!!!,0,Bangla,no,none,1,0.88
Tomar moton noob ar nai!!!,0,Bangla,no,none,1,0.9
TuUi ekta idiot 😂,0,English,no,none,2,0.9
You are brainless 😤,0,Mixed,no,none,1,0.92
Tumi ekta idiot 😡,0,English,no,none,1,0.91
Tomar moton noob ar nai 😡,0,Bangla,no,none,1,0.77
Tumi ekta idiot??,0,Mixed,no,none,2,0.86
Sumi ekta idiot,0,Mixed,no,none,2,0.91
Tomar xoton noob ar nai!!!,0,English,no,none,2,0.82
You are bramnless,0,Mixed,no,none,2,0.83
Tumi ekta idiot 🤮,0,Mixed,no,none,2,0.78
Tomar motod noob ar nai 😡,0,Mixed,no,none,2,0.85
Tumi ekta idiot,0,Mixed,no,none,2,0.99
You are brainless,0,Mixed,no,none,2,0.82
You are brainless,0,Bangla,no,none,1,0.88
You are brainless,0,Bangla,no,none,1,0.93
Tomar moton noob ar nai,0,English,no,none,2,0.75
Tomar motoZ noob ar nai,0,Bangla,no,none,1,0.97
THmar moton noob ar nai,0,Mixed,no,none,2,0.84
Tumi ekta idiot!!!,0,Bangla,no,none,1,0.96
Tumi ekta idiot,0,Bangla,no,none,1,0.76
Numi ekta idiot 🤮,0,Bangla,no,none,2,0.78
You are brainless?? 😤,0,Mixed,no,none,1,0.83
Tumi eZta idiot?? 😤,0,Bangla,no,none,2,0.83
Tumi ekta idiot,0,Bangla,no,none,2,0.95
Tomar moton noob ar nai,0,Mixed,no,none,1,0.75
Tumi ekta idiFt,0,Bangla,no,none,2,0.9
Tumi ekta idiot,0,Mixed,no,none,1,0.78
Tumi ekta idiot,0,Bangla,no,none,1,0.95
You are brainless??,0,Mixed,no,none,2,0.94
kumi ekta idiot...,0,Bangla,no,none,2,0.87
TumiHekta idiot??,0,Bangla,no,none,2,0.8
Tomar moton noob ar nai 😡,0,English,no,none,2,0.9
You are brainless...,0,Bangla,no,none,2,0.79
Toaar moton noob ar nai...,0,Mixed,no,none,1,0.8
Tumi ekta idiot,0,English,no,none,2,0.9
TuOi ekta idiot,0,Mixed,no,none,1,0.99
Tumi ekta idiot,0,Bangla,no,none,2,0.96
Tumi ekta idAot,0,Bangla,no,none,1,0.89
Tomar goton noob ar nai!!!,0,Mixed,no,none,1,0.88
You are brainless!!!,0,Bangla,no,none,1,0.99
Tomar moton noob ar nai,0,Mixed,no,none,1,0.88
Tomar moton noob ar nai!!! 😡,0,Mixed,no,none,1,0.85
Tumi ekta idiot 🤮,0,Bangla,no,none,2,0.97
Tumi ekta idiot,0,Bangla,no,none,1,0.81
Tomar moton noob ae nai!!!,0,Mixed,no,none,2,0.77
Tumi ekta idiot!!!,0,Mixed,no,none,1,0.9
Tumi ekta idsot,0,English,no,none,2,0.77
Tomar myton noob ar nai,0,English,no,none,1,0.84
Tumi ekta idiot,0,English,no,none,1,0.85
You are brainless 😤,0,Bangla,no,none,2,0.88
Tomar moton noob ar nai,0,English,no,none,2,0.99
Tomar moton noob ar nai...,0,Mixed,no,none,1,0.8
Tumi ekta idiot 😂,0,Mixed,no,none,1,0.84
Yhu are brainless 😂,0,English,no,none,2,0.78
Tomar moton noob ar nai,0,Bangla,no,none,1,0.9
Tumi ekta idiot...,0,Bangla,no,none,1,0.92
Tomao moton noob ar nai,0,English,no,none,2,0.87
Tomar moton noob ar nai,0,English,no,none,1,0.81
Tumi ekta iWiot...,0,English,no,none,1,0.9
Tumi ekta idiot... 🤮,0,Mixed,no,none,2,0.88
Eou are brainless!!!,0,Bangla,no,none,1,0.79
Tomaq moton noob ar nai 😤,0,English,no,none,2,0.85
Tomar moton noob ar nvi,0,Bangla,no,none,2,0.85
Tomar moton noob ar nai,0,English,no,none,1,0.99
You are brainless 🤮,0,Mixed,no,none,1,0.95
You are brainless,0,Mixed,no,none,2,0.93
Tumi ekta idiot??,0,Mixed,no,none,2,0.96
You are brainless 😂,0,Mixed,no,none,1,0.93
Tumi ektP idiot,0,Mixed,no,none,2,0.97
You are brainless,0,Mixed,no,none,1,0.76
You are brainless!!!,0,Bangla,no,none,2,0.86
Tumi ekta idiot...,0,Bangla,no,none,2,0.93
Tumi ekta idiot 😂,0,Mixed,no,none,2,0.89
Tumi ekta idiot,0,English,no,none,1,0.79
You are brainless!!!,0,Mixed,no,none,2,0.83
Tumi ekta idiot,0,Mixed,no,none,2,0.83
You are brainless... 😂,0,Mixed,no,none,2,0.81
Tomar moton noob ar nai,0,Bangla,no,none,2,0.83
Tomar moton noob ar nai 😡,0,Mixed,no,none,1,0.87
Tumi ekta idiot 😤,0,Mixed,no,none,2,0.96
You areibrainless,0,Mixed,no,none,1,0.93
Tumi ekta idiot... 😡,0,Mixed,no,none,2,0.95
Tomar moton noob ar nai 🤮,0,Bangla,no,none,2,0.96
Tumi ekta idiot,0,English,no,none,1,0.85
You are brainless!!!,0,Mixed,no,none,1,0.83
Tomar moton noob ar nai,0,Mixed,no,none,2,0.76
Tumi ekta idiot!!! 😡,0,Bangla,no,none,2,0.97
You are brainless!!!,0,Bangla,no,none,2,0.77
Tomar moton noob ar hai!!!,0,Bangla,no,none,1,0.93
You are brainleis,0,Mixed,no,none,2,0.84
Tumi ekta idiot,0,Mixed,no,none,1,0.98
Tumi ekta idiot,0,Bangla,no,none,2,0.85
Tomar moton noob ar nai!!!,0,Bangla,no,none,1,0.95
Tomar moton noob ar nai?? 😡,0,Bangla,no,none,1,0.82
Tumi ektV idiot 🤮,0,Bangla,no,none,1,0.82
You are Erainless... 😤,0,English,no,none,2,0.89
Tumi ekta idiot!!!,0,Bangla,no,none,2,0.99
Tomar moton noob ar nai,0,Bangla,no,none,1,0.87
You are brainless,0,English,no,none,1,0.97
Tumi ekta idiok,0,Bangla,no,none,1,0.94
You are brainless,0,Bangla,no,none,2,0.94
Tomar moton nCob ar nai,0,Mixed,no,none,2,0.85
You are brainless...,0,Bangla,no,none,2,0.84
Tomaa moton noob ar nai!!!,0,Bangla,no,none,1,0.8
You are brainless 🤮,0,Bangla,no,none,2,0.98
You are brainless...,0,English,no,none,2,0.98
You are brainless,0,Bangla,no,none,2,0.93
You are brainless,0,Bangla,no,none,1,0.82
Tumi ekta idiot,0,English,no,none,2,0.81
Tumi ekta idiot,0,Bangla,no,none,2,0.99
You are brainless 🤮,0,English,no,none,2,0.77
You are braindess 🤮,0,Bangla,no,none,2,0.95
You are brainless,0,English,no,none,2,0.84
Tumi ekta idiot,0,Bangla,no,none,1,0.85
Tomar moton noob ar nai!!! 😤,0,Mixed,no,none,1,0.95
Tomar moton noob ar nai,0,Bangla,no,none,1,0.77
Tumi ekta idiPt,0,Mixed,no,none,1,0.84
You are brainless...,0,Bangla,no,none,2,0.98
You arQ brainless,0,Bangla,no,none,2,0.92
Tumi ekta idiot,0,Mixed,no,none,1,0.93
Tomzr moton noob ar nai??,0,Bangla,no,none,1,0.93
Tumi ekta idiot 🤮,0,Bangla,no,none,1,0.76
You are brainllss... 😡,0,Bangla,no,none,2,0.8
Tomar moton noob ar nai 🤮,0,English,no,none,2,0.87
Tumi ekta ediot!!!,0,Mixed,no,none,2,0.84
Tomar moton noUb ar nai,0,Mixed,no,none,1,0.85
You are brainless,0,Bangla,no,none,1,0.94
Tomar moton noob ar nai,0,Mixed,no,none,1,0.75
Tumi ekta idiot?? 😤,0,Mixed,no,none,2,0.91
You are brainless,0,Bangla,no,none,2,0.75
Tomar motow noob ar nai??,0,Bangla,no,none,1,0.77
Tumi ekta fdiot!!!,0,Bangla,no,none,1,0.85
You are brainless 😂,0,English,no,none,2,0.95
Tumi ekta idiot?? 😂,0,Mixed,no,none,2,0.78
You are brainless... 😂,0,Bangla,no,none,1,0.88
You are brainless!!!,0,Mixed,no,none,1,0.91
Tumi ektK idiot,0,English,no,none,2,0.81
Tumi ekta idiot...,0,English,no,none,1,0.87
You are brainless?? 😤,0,Mixed,no,none,1,0.97
Tomar moton noob ar nai 😡,0,English,no,none,2,0.87
Tomar moton noob ar nai??,0,Bangla,no,none,1,0.79
Tomar moton noob ar nai 😡,0,Mixed,no,none,2,0.9
Sumi ekta idiot?? 😂,0,English,no,none,1,0.89
Tumi ekta idiot??,0,Mixed,no,none,2,0.76
Tomar moton noob ar nai??,0,Mixed,no,none,1,0.77
Tomar moton noJb ar nai...,0,Bangla,no,none,1,0.79
Tomar moton nooe ar nai??,0,Bangla,no,none,1,0.78
You are brainlpss!!!,0,English,no,none,2,0.81
Tumi ekta idiot,0,Bangla,no,none,1,0.86
Tomar moton noob ar nai,0,Mixed,no,none,1,0.84
Tumi ekta idiot...,0,Mixed,no,none,2,0.96
Tomar moton noob ar nai??,0,Bangla,no,none,1,0.9
Tumi ektP idiot!!!,0,English,no,none,2,0.96
You are brainless 😂,0,English,no,none,2,0.88
Tumi ekta idiot??,0,English,no,none,2,0.77
You are brainless 😂,0,Mixed,no,none,1,0.86
You are brainless 🤮,0,Mixed,no,none,2,0.95
Tumi ekta idiot,0,English,no,none,1,0.8
Tomar moton noob ar nai,0,Bangla,no,none,2,0.77
Tumi ekta idiot,0,English,no,none,1,0.83
Tumi ekta idiot...,0,English,no,none,2,0.84
You are brainless,0,Mixed,no,none,2,0.82
You are brainless,0,Bangla,no,none,1,0.78
You are brainless 😡,0,Bangla,no,none,2,0.81
You are btainless?? 😂,0,English,no,none,1,0.91
You are brainless,0,Bangla,no,none,2,0.84
Tumi ekba idiot,0,English,no,none,1,0.9
lumi ekta idiot,0,Bangla,no,none,2,0.88
You are brainless,0,English,no,none,2,0.88
Tomar moton noob ar nai,0,Mixed,no,none,1,0.81
Tusi ekta idiot,0,Mixed,no,none,2,0.88
Tumi ekta idiot,0,English,no,none,1,0.76
Tomar moton noob ar nai,0,Mixed,no,none,1,0.85
YoT are brainless,0,English,no,none,2,0.89
You are brainless!!!,0,English,no,none,2,0.79
You are brainless!!!,0,Bangla,no,none,2,0.81
You are braiRless 😂,0,English,no,none,1,0.8
You are brainless??,0,English,no,none,1,0.77
Tomar moton noobAar nai,0,English,no,none,2,0.83
You are brainless!!!,0,English,no,none,1,0.98
Tomar moton noob ar nai 😤,0,Mixed,no,none,2,0.83
You are brainless 😤,0,English,no,none,2,0.86
Tumi ekta idiot!!!,0,Bangla,no,none,2,0.91
Tumi ekta idiot,0,English,no,none,1,0.91
You are brainNess??,0,Bangla,no,none,1,0.98
You are brainless...,0,English,no,none,2,0.96
Tumi ekta idiot 😡,0,Bangla,no,none,1,0.94
Tomar moton Noob ar nai,0,English,no,none,2,0.98
Tumixekta idiot,0,Mixed,no,none,2,0.81
Tumi qkta idiot,0,English,no,none,1,0.9
vumi ekta idiot,0,Mixed,no,none,2,0.96
Tumi ektz idiot,0,Bangla,no,none,2,0.9
Tumi ekta idiot,0,Bangla,no,none,2,0.98
Tumi ekta idiot 😂,0,Mixed,no,none,2,0.77
Tumi ekta idiot 😤,0,Bangla,no,none,2,0.86
Tumi ekta idSot...,0,English,no,none,1,0.98
You are brainless,0,English,no,none,1,0.84
Tomar moton noob ar nai!!!,0,Bangla,no,none,2,0.93
You are brainless,0,Mixed,no,none,1,0.76
Tomar moton noob ar nai,0,English,no,none,2,0.92
Tumi ekta idiot,0,English,no,none,2,0.97
Tomar moton noob ar nai??,0,Mixed,no,none,2,0.84
Tumi ekta iPiot...,0,Mixed,no,none,2,0.76
Tomar moton noob ar nai,0,English,no,none,1,0.76
jomar moton noob ar nai 🤮,0,Mixed,no,none,1,0.96
You are brainless,0,English,no,none,2,0.92
Tomar moton noob ar nxi,0,Mixed,no,none,1,0.78
Tomar moton noob ar tai 🤮,0,Bangla,no,none,2,0.76
Tomar moton noob ar nai 😡,0,English,no,none,1,0.94
Tumi ekta idiot,0,English,no,none,2,0.94
Tumz ekta idiot!!!,0,English,no,none,2,0.78
Tomar moton noob ar nai,0,Bangla,no,none,2,0.82
Tumi ekta idiot 😤,0,English,no,none,1,0.94
Tumi kkta idiot 😤,0,Bangla,no,none,1,0.88
Tomar moton noob ar nai,0,Bangla,no,none,2,0.98
You are brainless!!! 😡,0,Mixed,no,none,1,0.87
Tomar moton noob ar Wai,0,Mixed,no,none,1,0.91
Tomar moton noob ar Kai,0,English,no,none,1,0.87
You are brainlesC?? 😂,0,Bangla,no,none,1,0.98
Tomar moton noob ar nai 😡,0,Mixed,no,none,1,0.85
Tomar moton noob arhnai!!! 😤,0,Mixed,no,none,1,0.81
Tumi ekta idiot,0,English,no,none,1,0.83
Tumi ekta idiot?? 😂,0,Bangla,no,none,1,0.95
Tumi ekta idiot,0,Bangla,no,none,1,0.87
oomar moton noob ar nai?? 😂,0,Bangla,no,none,1,0.84
Tomar moton noob ar nai!!!,0,Bangla,no,none,1,0.88
Tomar moton noob ar nai,0,Bangla,no,none,1,0.78
Tumi ekta idiot 😂,0,English,no,none,1,0.75
Tumi ektagidiot,0,Bangla,no,none,2,0.82
Tomar moton noob ar nai,0,English,no,none,2,0.9
Tumi ekta idiot,0,English,no,none,1,0.92
You are brainless,0,English,no,none,1,0.95
Tumi ekta idiot 😂,0,English,no,none,1,0.97
You Kre brainless,0,English,no,none,2,0.85
You are brainless 🤮,0,Mixed,no,none,2,0.93
Tumi ekta iSiot,0,Mixed,no,none,1,0.77
You are brainless,0,English,no,none,1,0.76
Tumi ekta idiot??,0,Bangla,no,none,1,0.78
Tomar moton noob ar nai,0,Bangla,no,none,1,0.86
You are byainless,0,Bangla,no,none,1,0.8
Tomar moton noob ar nai!!!,0,English,no,none,2,0.82
You are brainless,0,Mixed,no,none,1,0.91
You are brainless...,0,Bangla,no,none,2,0.84
You are brainless,0,Mixed,no,none,1,0.88
Tumi ekts idiot,0,Bangla,no,none,1,0.85
Tumi ekta idiot,0,Mixed,no,none,2,0.79
Tomar moton noob ar nai 😂,0,Bangla,no,none,2,0.77
Tomar moton noob ar nai,0,Mixed,no,none,1,0.81
You are brainless 😤,0,Bangla,no,none,2,0.76
YoA are brainless,0,Bangla,no,none,1,0.9
Tomar moton noob ar nai??,0,Bangla,no,none,2,0.94
Tumi ekta idiot 🤮,0,English,no,none,2,0.83
Tumi ekta idiot,0,Mixed,no,none,1,0.84
Tumi ekta idiot?? 😂,0,Bangla,no,none,1,0.95
Tumi ektaGidiot??,0,Bangla,no,none,2,0.8
Tumi ekta idiSt 😡,0,Bangla,no,none,1,0.78
Tumi eFta idiot,0,English,no,none,2,0.87
Tomar moton noob ar nai,0,English,no,none,2,0.91
Tomar moton noob ar nai,0,Bangla,no,none,1,0.89
Tumi ekta idiot,0,Mixed,no,none,2,0.92
Tomar moton noob ar nai,0,English,no,none,1,0.76
Tumi ekta idiot,0,Bangla,no,none,1,0.85
Tomar mCton noob ar nai,0,Bangla,no,none,2,0.81
You are brainyess 🤮,0,English,no,none,1,0.93
Tomar moton ndob ar nai 😂,0,English,no,none,2,0.96
Todar moton noob ar nai??,0,Bangla,no,none,2,0.82
You are brainless?? 😡,0,Mixed,no,none,1,0.77
Tomar moton noob ar nai!!!,0,English,no,none,1,0.81
Tume ekta idiot,0,Mixed,no,none,2,0.77
Tomar moton noob ar nai??,0,Bangla,no,none,1,0.83
Tomar moton noob ar nai,0,English,no,none,2,0.88
You are brainless 😂,0,English,no,none,2,0.98
You are brainless??,0,Mixed,no,none,2,0.85
Tomar moton noob ar nai 😂,0,English,no,none,2,0.8
Tomar moton noob ar nai,0,Bangla,no,none,2,0.79
Tomar moton toob ar nai,0,Bangla,no,none,1,0.79
You are brainless,0,English,no,none,2,0.8
You are breinless,0,Bangla,no,none,2,0.93
TumiQekta idiot,0,Mixed,no,none,2,0.76
You are brainless?? 🤮,0,Mixed,no,none,2,0.99
Tomar moton noob ar nai,0,English,no,none,2,0.88
You are brainless,0,Mixed,no,none,2,0.88
You are brainless 🤮,0,English,no,none,1,0.84
Tumi ekta idiot,0,Mixed,no,none,1,0.92
Tomar moton noob ar nai 😂,0,Mixed,no,none,2,0.86
Tumi xkta idiot,0,Bangla,no,none,2,0.83
Tumi ekta mdiot 😡,0,Mixed,no,none,2,0.81
Tomar moton noob ar nai...,0,Bangla,no,none,1,0.97
Tomar moton noob ar nai,0,Mixed,no,none,2,0.82
You are brainless...,0,Mixed,no,none,2,0.85
Tomar moton noob ar nai,0,English,no,none,2,0.83
Tomar moton noob arJnai?? 🤮,0,English,no,none,2,0.77
Tumi ekta idiot 🤮,0,English,no,none,2,0.79
Tumi ekia idiot!!! 😡,0,Mixed,no,none,2,0.8
You are brainless,0,Mixed,no,none,1,0.92
You are brainless,0,Bangla,no,none,2,0.85
TumiFekta idiot??,0,Bangla,no,none,2,0.94
You are brainless,0,Mixed,no,none,2,0.92
Tumi Ekta idiot... 😤,0,Mixed,no,none,2,0.8
You yre brainless,0,English,no,none,2,0.89
Tumi ekta idiot,0,English,no,none,2,0.93
Tumi ekta idiot??,0,English,no,none,2,0.9
Tomar moton noob ar nai 😤,0,Mixed,no,none,2,0.89
Tomar moton noob ar nai,0,Mixed,no,none,2,0.93
YouZare brainless,0,Mixed,no,none,1,0.76
Tumi ekWa idiot 😂,0,Bangla,no,none,1,0.93
Tumi ektp idiot?? 😤,0,Mixed,no,none,1,0.82
Tumi ekta idiot 😤,0,English,no,none,2,0.89
Tumm ekta idiot,0,Bangla,no,none,1,0.81
Tomar moton noob ar nai 😡,0,Bangla,no,none,1,0.95
You xre brainless 😡,0,Bangla,no,none,1,0.87
You are bcainless,0,English,no,none,1,0.9
You are brainless 😡,0,Bangla,no,none,2,0.94
You are brainless,0,Bangla,no,none,1,0.96
You are brcinless!!!,0,English,no,none,1,0.93
Tomar moton noob ar nai,0,Mixed,no,none,2,0.79
You arG brainless,0,English,no,none,1,0.96
Tumi ekta idiot,0,Bangla,no,none,2,0.9
Tomar moton noob ar nai,0,English,no,none,1,0.9
Tomar moLon noob ar nai,0,Bangla,no,none,1,0.97
Tumi ekta idiot!!!,0,Mixed,no,none,1,0.81
Tumi ekoa idiot!!! 🤮,0,Bangla,no,none,2,0.81
You are mrainless,0,English,no,none,1,0.87
Tumi ekta Zdiot,0,Mixed,no,none,1,0.93
Tumi ekta idiot 😂,0,Bangla,no,none,2,0.86
Tumi ekta idiot,0,Mixed,no,none,1,0.9
Tomar moton noob ar nai!!!,0,Bangla,no,none,1,0.86
Tomar moton noob ar nai?? 🤮,0,Bangla,no,none,1,0.9
You are brainless,0,Mixed,no,none,1,0.95
Tumi ekta idiot??,0,Bangla,no,none,1,0.79
Tumi ekta idiot??,0,English,no,none,2,0.92
You are brainless...,0,English,no,none,2,0.94
Tomar moton noob ar nai,0,Mixed,no,none,2,0.86
You are brainless 😂,0,Mixed,no,none,1,0.83
You are brainless,0,Mixed,no,none,1,0.75
Tomar moton noob ar nai,0,English,no,none,1,0.94
Tumi ekta idiot,0,Mixed,no,none,1,0.83
