sentence,hate,harassment_type,severity
সব কয়টাকে দল থেকে বের করে দিয়ে নতুন দল তৈরি করুক সালা কুওা বাচ্চা রা টাকা জন্য খেলে একটা সিরিজ বাহিরে জিততে পারে না। তাদের কে নোমান দোকান টাকা কয়েন গুলো দিয়ে দে কুওা বাঁ্চা,1,hate_speech,5
এদের কে জুতা মারা উচিত,0,none,1
কামড়া কামড়ি লাগছে,0,none,1
লোপা তোর কথায় ইসলামের কোন কিছু যায় আসে না। তোর মতন অনেক নাস্তিক আছে। তার একটা কথা বললেই ইসলামের কোন কিছু করতে পারবি না। আল্লাহ তাআলা নিজেই তার কোরআনকে রক্ষা করিবে। তোর মতন লোপা কত গেল কত আসলো।,0,none,2
শিশু দর্শন কারিদের দরুন তৈরি করুন দেখি।কে যানে এখানে কোন স্বার্থ আছে নাকি টাকা ওলা লোক বটে।,0,none,1
আল্লা নুর ভাই হেপাজত করক আমিন,0,none,2
শাহেদ ভাই তিনি যদি আপনার এই ভিডিও দেখেন তবে খুব হতাশ হবেন এই ভেবে যে আপনি তাঁকে ভাবেন নি 😀❗,0,none,2
তোর মতো মেয়েকে পুরিয়ে মারা উচিত আল্লাহ তোর উপর গজব নাজিল করুক তোকে যে কি বলব ভাষা পাইতেছিনা।,0,none,1
মুন্নি জরিত,0,none,2
পাপন হারামি,1,bullying,5
হুজুরকে আল্লাহ নেক হায়াত দান করুন আমিন,0,none,1
পাপনকে বাদ দিয়ে অন্য কিছু করা ঠীক,0,none,1
একেবারে ঠিক করছে সবার জন্য ঠিক আছে বিচার।,0,none,2
তোর বাবার দেশ নাকি মাদারচোদ গল্প সাজাও ছাব্বিশে কি আসবে মাদারি,1,sexual_harassment,4
আমি আছিমালেশীয়া থেকে,0,none,2
মিজানুর রহমান হাজারী সেতো একটা কিরিস্টান তুই কি পাগল নাকি,0,none,2
কাওয়া কাওয়া !!!,0,none,2
হেতির চেহারা কি শরীর পেড মোডা মুটকি,1,hate_speech,3
জানোয়ার একটা,0,none,2
দারুণ স্যার।,0,none,1
তুমার ইমু নাম্বা দেওর,0,none,1
হিন্দু মাদারি মাগি তোর মুখ সামলা পতিতায়ের কীট খাংকি,1,hate_speech,3
পাপনের পদত্যাগ চাই ভাই আমরা।হ্যা ভাই সাকিব না থাকলে বাংলাদেশের ক্রিকেটের অনেক বড় ক্ষতি হয়ে যাবে।,0,none,1
আবেগে মুত আটকায় রাখতে পারলাম না...😆,0,none,1
ছাএলিগ মানি পতিতার বাচ্চা আওমিলিগ মানি কুকুরের বাচ্চা,1,hate_speech,3
জামালপুরের ডিসি উনার অফিসকক্ষে উনার সহকর্মীরে লাগাইছেন। এই ভিডিওর কল্যানে আমরা জানতে পারলাম ডিসিদের অফিসে খাট পালংক থাকে সেখানে উনারা ইচ্ছামতো গড়াগড়ি দেন ঘুমান একা নিশ্চয়ই শোন তবে অনেকের সাথেই শোন কিনা সেটা বুঝা যায়নি। দৃশ্যত দুইজন স্বেচ্ছায় এই কাজ করছেন। দুইজন প্রাপ্তবয়স্ক মানুষ স্বেচ্ছায় যৌন সম্পর্ক স্থাপন করলে কারোই কিছু বলার থাকেনা। অন্তত আমার কিছু বলার নাই। এখানে ডিসির অপরাধ যে তাকে এই পাবলিক অফিস তার প্রেমিকাকে লাগানোর জন্য দেয়া হয় নাই। তিনি এই পাবলিক অফিস নিজের একান্ত ব্যক্তিগত কাজে ব্যবহার করছেন। ডিসি তার সহকর্মীর সম্মতিতেই তারে লাগাইছেন। কিন্তু এই অফিসে কি তিনি তার চাইতেও বড় অপরাধ করেন না তিনি কি তার এই অফিসে বসেই আমার আপনার অসম্মতিতে আমাদের নাগরিক আর মানবিক অধিকারের শোগা মেরে রক্তাক্ত করেন না করেন। এই অফিসে বসেই তিনি আওয়ামী লীগের হয়ে প্রহসনের ভোট করেন নাই করছেন। পাবলিক মানি নয় ছয় করেননা করেন। রাষ্ট্রের কর্মচারী হয়ে রাষ্ট্র নামের প্রতিষ্ঠানটাকেই ধ্বংস করেননা করেন।তো এই অফিসে নারী সহকর্মীরে লাগাইলে বিচলিত হওয়ার কী আছে বরং বলেন এই ডিসি এতোই ভীরু কাপুরুষ যে যেই নারীর সাথে সে সম্পর্ক করছে সেইটা ভিডিওতে দেখার পরেও অস্বীকার করছে। এইটা ইন্টারেস্টিং আগের রাতে ব্যালট বাক্স ভরা ভিডিও ও যখন বিবিসির ক্যামেরায় ধরা পড়েছিলো তখন এরাই একইভাবে বলেছিলো ওই একটা সেন্টারেই এমন ঘটনা ঘটেছে। ডিসি যদি সত্যিই প্রেমিক পুরুষ হতো তাহলে তার বলা উচিত ছিলো এই নারীকে আমি ভালোবাসি কিন্তু অফিসে আমার এই কাজ করা উচিত হয় নাই। তাই এই কাজটা প্রেম না হয়ে লাম্পট্যতে পর্যবসিত হয়। আমি এই ঘটনা নিয়ে লিখতাম না। কিন্তু আমি বিচলিত অন্য কারণে। আপনারা অনেকেই এই ডিসির সুন্দরী স্ত্রীর ছবি দিয়ে প্রশ্ন করছেন এতো সুন্দরী স্ত্রী থাকতেও কেন ডিসি এই মেয়েরে লাগাইলো এইটা সুন্দর বা অসুন্দরের বিষয় নয়। প্রিন্সেস ডায়না যেকোন বিচারেই ক্যামিলার চাইতে হাজারগুনে সুন্দরী ছিলো তাও প্রিন্স চার্লস কেন ক্যামিলাকেই বেছে নিয়েছিলো এই ঘটনায় নিঃসন্দেহে সবচেয়ে বেশী আহত হয়েছেন ডিসির স্ত্রী। এবং তিনি কোন অপরাধ করেননি। আপনারা কেন তাকে পাবলিক সিমপ্যাথির বিষয় করে তুলছেন তিনি কি আপনাদের সিম্প্যাথি চেয়েছেন মনে রাখবেন এটা নারী পুরুষের অনৈতিক সম্পর্কের বিষয় নয়। এটা বাংলাদেশের গলিত আমলাতন্ত্রের দুর্গন্ধ। এই আমলাতন্ত্রকে সমুলে উৎখাত না করলে আমার আপনার অসম্মতিতেই এই জনপ্রশাসন আমাদের রাষ্ট্র আর নাগরিক অধিকারকে লাগাইতে থাকবে যতদিন না এই রাষ্ট্রটা একেবারে হুড়মুড় করে ভেঙ্গে পড়ে।,0,none,2
আরে ভাই নিজের দিন না বদলে কি আর অন্যের দিন বদলানো যায়!!!!!,0,none,2
তাহেরি সাহেব আপনি কোনপীরসাহেবের কাছথেকে খেলাপত নিয়েছেন আমি প্রায় দেখি আপনি বোলেথাকেন আপনার দরবারের কথা তারমানেকি আপনি নিজেকে পির দাবিকরেন।জোদী আপনি নিজেকে পিরদাবিকরেথাকেন তাহলে আমিবলব আমি আপনার মাজে পিরের কোনো কিচুইদেখিনা। আপনি শুদুই একজন বক্তা,0,none,1
ভিডিও টা নকল হলেও সব কিছু নকল নয়,0,none,2
ভাই সে তো মেয়েরে জোর করে কিছু করে নাই।।মোহাব্বত।। একালে সেকালে বড়কর্তারা একটু আধটু করেই থাকে।।,0,none,2
খালেদা এতিমের টাকা চুরি করে খাইছে এটাও একটা নাম এইকথা বুলেজাস কেন,0,none,2
খানকির পুতেগরে চদাইয়া মুরি বিজাইয়া খাওয়ামু মানুসরে অপমান করা ছারা আর কিছু পারসনা,1,hate_speech,4
হিন্দু মাগি,1,hate_speech,4
সালার দাদা আমার সাথে গেইম খেললো 😂😂😂😂,1,threat,5
মিণ্মি একটা মাগী,1,hate_speech,5
শালার দাড়িগোঁফ গাজা খোর বাদ দেন,1,bullying,4
আইনের কাটগড়াই দাড়নো করা হুকো মিনিকে,0,none,1
নিজের নামে রিংটোন তৈরি চাইলে ভিডিও টি দেখুন আরো নতুন নতুন ভিডিও পেতে হলে একটা চ্যানেল টি সাবক্রাইব করুন,0,none,1
আদালতেরজানের বাজী রেখে বিষপান অসাধারণ অভিনয়।,0,none,2
"এক বালতি বমি,চু*****রানী।",1,hate_speech,4
ফইন্নির ঘরের ফইন্নির কতা হুনছৎ,1,hate_speech,4
গ্যাবাডিং প্যান্ট কিনুন সবচেয়ে কম দামে Price BDT 550  www.facebook.com/Pick.Purchase.BD/posts/2553548811322100,0,none,1
দেওয়ানবাগী যে ভন্ড এতে বিন্দু মাত্র সন্দেহ নেই।আলহামদুলিল্লাহ্‌,0,none,2
সালমান শাহ্ নায়ক ছিল না সে ছিল মহানায়ক যা আমাদের মাজে আর কোনো তিন হয়ত আসবে না।,0,none,2
খালেদা জিয়ার সাথে কাওয়ার তুলনা হা হা হা কুত্তায় মরলো না কেনো? খালেদা জিয়ার মুক্তি চাই কুত্তা লিগ নিপাত জাক,1,hate_speech,3
লিস্টের সবার কমেন্টে হাহা দিতে আসছি । এক বালের পোস্ট পড়িনাই। তো আমারে কি বাস চাপা দিয়া মাইরা ফালাবে?😭😭😭,0,none,1
ভাই আপনি ফারিয়া মামা রে ভাই কইলেন কেন 🙄 কথা কি ক্লিয়ার আছে না ভেজাল আছে 🙄🙄,0,none,1
কুকুর লীগের বিচার একদিন হবেই,1,threat,5
জ্বি আমি। একটা প্রশ্ন করতে চেয়েছিলাম।  আবার বৃষ্টিতে বসে কেঁদে দিবেননা তো??,0,none,1
এত ত্যানা না পেচাইয়া বলতে পারতেন নৌকায় ভোট দিন।  তাইলেত লেটা চুকে যায়। আজাইরা কত গুলা লেখা লিখছেন কস্ট করে।,0,none,2
"এক সময়ের হিট নায়ক আমিন খান,,কিন্তু দুঃখজনক এই ছবিতে তার অবদান কিছুই নাই আমার মনে হচ্ছে,,<br />ইচ্ছে ছিলো দেখবো কিন্তু আর দেখব না😏😏",0,none,1
ওবায়দুল কাদেরকে। খালেদার জিয়া জুতা পাহারাদার রাখবে নি,0,none,1
দর্শক শুধু নন মিডিয়ায় আরও অনেকেই এরকম জীবনযাপন করার কারনে বিভিন্ন সময় সমালোচিত হয়েছেন! মিডিয়া থেকে কিভাবে এই সমস্যা দূর করা যাবে বলে আপনার মনে হয় জানান নিচের কমেন্ট সেকশনে!,0,none,2
আবালনী একটা😂 ভাইরাল হওয়া জন্য কি না করতে পারে ।,0,none,2
পরদার বিসয়ে বুজিস কিছু মাগি,1,hate_speech,5
এসব কাফেরদের বিরুদ্ধে সরকার কনো ব্যাবস্থা নেয়না কেনো,0,none,1
ভাইয়া আপনি যে তিনটা রাশি বললেন নামের আগে কোন অক্ষর হয়,0,none,1
পাপনতোমার ;বাপ আর মা; ভালো মানুষ ছিলেন। কিন্তু তুমি কি হইলা এ ঘরের ঠিক বুঝলাম না। এত ক্লাসলেস কি করে হতে পারে মানুষ! এই দেশের মানুষের কাছে তোমার গ্রহণযোগ্যতা অনেক আগেই শেষ হয়ে গেছে। তারপরও কেনো ছেচরামি করে নির্লজ্জ আর বেশরমের মতো পড়ে থেকে দেশের ক্রিকেট কে ধ্বংস করছো? ভাই তোমার মতো একজন পাপন সাথে কুকুরের বাচ্চা সুজনজালাল ইউনুসআর যারা আছেন নিজেদের যোগ্যতা ছাড়াই সব জান্তা গামছাওয়ালা হয়ে বসে আছেন আমাদের দরকার নাই। আমদের দরকার মাশরাফিসাকিবতামিমদের।,1,threat,5
মজাই মজা,0,none,2
মিন্নির এখানে হাত আছে পুরাই আমরা বুঝতাছি রিফাত কে যখন নিয়ে যাচ্ছে মিন্নি তখন খুব সাভাবিক ভাবে হাটতাছে এতে প্রমান হই মিন্নির হাত আছে,0,none,1
আলীরাজের বউটাকে ল্যাংটা করে বাশ দেয়া দরকার ছিল।,1,threat,3
সটিক বলেছেন পপি,0,none,1
হালার পুত পাগল বালের ভিডিও বানাছ,1,hate_speech,5
এই দুইটা মাইয়ারে কোলাজ কইরা তোমরা কোন টিকটিকির বাল ফালাইবা। ছাগল সাংবাদিকের দল।,1,hate_speech,5
বাংলাদেশ মানুষ পসুর সমান,1,hate_speech,3
বদমাইশ টা তাহলে মরে নাই! পুরো লেখাটা স্ববিরোধীতা  অার অাত্মপ্রতারনায় ভরপুর!!,1,bullying,5
মেয়েটি সহ ফাসি হোক সৌদিআরব,0,none,1
তুই এক নাম্বার নাস্তিক জারজ উহুদি নাফরমান তুই যেদিন আমার সামনে পড়বি সে দিন তোরে জুতা দিয়ে পিটাইতে পিটাইতে চাবার দাঁত পেলে দিবো বেয়াদব,1,threat,3
আরে ওত গালি দিয়েছে তার বাল চিড়িলাও পাগলর বাচচাইন মুশপিকের কাচে তুমাদের বোন বিয়া দিতায়নি,1,hate_speech,4
আরেকটু ভালো খেলনা পিস্তল হয়তো পাওয়া যেত।,0,none,1
সালার ধনেও জর নাই। ঠিক ভাবে চুদতেও পারে না।,1,hate_speech,5
একটু ঢেলে দি তো বিতরে ঢেলে দে নাই তোকে তো দিয়ে হবে না তোর জন্য দরকার ভারতের মদি কে এক রাত কত টাকা তোর মাগি কথাই কার 😡😡😡😡,1,threat,5
ভাই ভিডিও টি ভালো লাগলো।,0,none,1
এই নডি ডিসির চোদা খেয়ে বিয়ে করার চাল করছে।,1,sexual_harassment,5
ইন্না-লিল্লাহি.......😹 আমার পশম ভরা বুকে অনেক কষ্ট লুকিয়ে আছে স্যার এর জন্য। কেউ জাফ্রাকবাল স্যার কে গালি দিবেন না বুজলেন।😭😭😭😭,0,none,1
পাগলের বাল খালেদাজিয়ার সাতে হাসিনা তুলনাও চলেনা কারন বাংলাদেশের লোক ও হাসিনাকে চায়না।।।,1,hate_speech,4
নয়ন মারে চুদি ও কেমোন মাস্তান দেখতাম জোদি দেশে থাকতা মাঝে মাঝে ভাবি জোগদি এ সোব মাস্তান দের চুদার জনো,1,threat,5
এই শালা ভন্ড তোর চুল তো পিঠ পরযোন্ত,1,bullying,5
এই মেয়ে দোষী এই মেয়ে কে রিমান্ডে নিলে সব বেরেয়ে আসবে আর খুনিদের কে ফাঁসি চাই,0,none,2
এই মেয়ের ফাশি চাই,0,none,1
সরকার নিশ্চপ কারণ মিয়া ভোট দিয়ে জন প্রতিনিধি নিবাচন করছিলি নাকি? যার জম্ম অভদ্য তার কাজ অভদ্র হওটা সাভাবিব না ভাই,0,none,1
আপনি কিভাবে এই চামরাহীনমুখ দিয়ে মিথ্যা বলেন অলটাইন?,0,none,1
স্যার একটা সাক্ষাতকারে বলসিলেন স্যার এফবি চালান না..বুঝেন ও না..  তো এই পেইজ টা চালাই কে??  স্যার সেজে আমাদেরকে কেউ ভুল বুঝাচ্ছে না তো??  স্যার তো এরকম কিছু বলতে পারেন না..আমি কিছুতেই বিশ্বাস করি না এগুলা স্যারের কথা!!!,0,none,1
কমেন্ট দেখলে মাথা নষ্ট হয়ে যাই,0,none,1
হায়রে নারি,0,none,2
নতুন একটি নাটক দেখবেন,0,none,2
ভাই হালারে থাপরাইতে মন চাইতেছে,0,none,2
অনেক অনেক ভালো লাগলো,0,none,1
তুমার জাহান নাম এর কিং আল্লাহ হিদায়েদ কুরুক সাথে তুমারেও হিপাজত করুক,0,none,1
এই বাগীকে জারজ সন্তানকে খ্যাঁংকির পোলাকে ফাঁস দিতে হবে,1,threat,4
ভাই সত্যি কথা বললে এমন হয়,0,none,2
মিস্টি বিতরন করা উচিত ফাঁসির দিন🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌,0,none,1
দারুন।,0,none,1
অা‌মি খুসি হ‌ভো সা‌কিব খান‌কে ভাদ দি‌লে দার সি‌নেমা অার দেকভনা লুচা লাভার অন,0,none,1
ঠিক বলেছেন আপু তুমি অনেক সাহসী নেত্রী বেগম খালেদাজিয়ার কোন বিকল্প নাই,0,none,2
একটা বলদ খালি চুম্মা করিয়াছে ভদার জালা মিটাইয়া দেয়নাই,1,hate_speech,3
"কেমন আছেন স্যার? গতকাল থেকে মনটা খুব খারাপ ছিলো,এখন আপনি পোস্ট দিয়েছেন,আর হাগার হাগার মানুষ কমেন্ট করবে,আর সেই কমেন্টগুলা দেখে আমার মন ভালো হয়ে যাবে। ধন্যবাদ স্যার,মানবতাকে আজোও বাঁচিয়ে রাখার জন্য।",0,none,1
মুশফিক বাংলাদেশের সেরা ব্যাটসম্যান❤❤,0,none,1
তোমার সাহস দেখে অবাক হইলাম। 💞,0,none,1
কালা কাউয়া জোশ,0,none,2
ও আল্লাহ এই যুগের মেয়েরা কি এখনো এত বোকা আছে নাকি। একটু বাড়াবাড়ি হয়ে গেল না।,0,none,1
কমেন্ট গুলোতে বিনোদন ছাড়া কিছুই না...  এত বমি... ওয়াক থু..,0,none,2
অনেক খোতি হবে,0,none,2
তুই জানয়ার,1,hate_speech,5
কি বিশ্রী নায়ক,1,hate_speech,3
চারজন,0,none,1
ও কি মানুষ,0,none,2
ভিডিওতেই জানোয়ারটাকে গনপিটুনি দিয়ে আধমরা করলে খুশি হতাম,1,hate_speech,3
শালা তুই আসলে কুত্তির নাজায়েজ বাচ্চা ফইন্নির খবর নিয়া আইছে,1,bullying,4
ভাই আপনার ভিডিওটি শুনে অনেক খারাপ লাগছে মন চাইছে পাপন কুত্তার বাচ্ছাকে জুতা পিঠা করি।এটা এই কুত্তার বাচ্ছার চক্রান্ত।,1,bullying,4
কুমিল্লা ধন্যবাদ এমন বিজয় আমাদের কে উপহার করার জন্য। আর একটা অনুরোধ আমার একটা সপ্ন যে কবে পূরণ হবে যদি আপনারা একটু সাপোর্ট করেন তাহলে আমার সপ্ন টা পূর্ণ হয়ে যেত,0,none,1
তুর তুই মাগি পাও,1,hate_speech,5
বেশি বাল পাকনা গীরি না দেখাইলেই ভালো আরেকজনে ওয়াজে কি করলো না করলো সেই গুলা নিয়া তোমারে ওয়াজে আইজা বিচার বিশ্লষন করার জন্য তোমারে আনে নাই বলদ কোথাকার তোর ওয়াজ তুই কর বলদ কোতাকার,0,none,1
"মাদার টোস্ট,ফেসবুকে বমি কইত্তে আইছ?",1,hate_speech,5
তৈল যতই মর্দন করা হোক ৷ পিছল ছাড়া হস্তগতো আর হবেনা ৷,0,none,2
এই দেশের সব মূর্খ মানুষগুলো রাজনীতি নিয়ে পড়ে থাকে।বিজ্ঞানের চিন্তায় নেই নেই ইসলামের চিন্তায়ও।,0,none,1
ভাই আপনারা বড় শয়তান। আপনারা দেওয়ানবাগী হুজুরের নামে এত ভিডিও করতেছেন আপনারাই তো ভন্ড অন্য জন কে ভন্ড বলেন কেন।। আপনারদের কি মাথা ঠিক আছে। এসব ভন্ডামি করে আপনারা কিছুই করতে পারবেন না।।,1,hate_speech,3
পতিতা রা এরকমি বলে।,1,hate_speech,4
কুত্তার বাচ্ছাদের জাজ বানাইছে কোন সালায়,1,bullying,3
এক আবালের বাচ্চা তাহেরের নামে গীবত করিতেছে আর সামনে বসা বড় আবাল গুলা বলিতেছে ঠিক আবালের বাচ্চা আবাল,1,hate_speech,4
জাফর ইকবাল স্যার যখন নিরাপদ সড়ক নিয়ে কাজ করেছেন তখন অামদের বর্তমার প্রজন্ম হয়ত অনেকেই অ অা শিখা হয় নাই। তার সড়ক নিয়ে ১ম কলাম বের হয় ১৯৯৯ সালে ভোরের কাগজে।,0,none,2
বাংলাদেশের জাতীয় ফুটবল টিম যদি শুধু দক্ষিণ এশিয়ার মধ্যে সর্বোচ্চ জায়গাটা ধরে রাখতে পারতো তাহলে তোদের ক্রিকেট খেলা কুত্তা ও দেখতো না!!😡😡🖕🖕🖕 ভাব দেখে মনে হচ্ছে ওদের জন্মদাতা বাপকে গালি দিছে🤔🤔 লোকটাকে সহজ সরল পেয়ে কিরকম হেনস্তা করতেছে!😒 মুশফিক কি তোদের বাপ লাগে ! 😡😡,0,none,1
পাগলি মাথায় কান্সার এই অনুপ্রবেশ কারির আপনারা একে ইরানে বিয়ের ব্যাবস্থা পরুন,1,hate_speech,3
"কিছু মানুষ এক সময় এই লোকটাকে গালি গালাজ করতো কষ্ট পেতাম , ভাবতাম জাতির সূর্য সন্তানদের যারা গালিগালাজ করে তারা কোন লেভেলের মানুষ? আজকে আমি ভাবছি তারা ঠিক ছিল , আমি ভুল জগতে বাস করতাম। দুর্জন বিদ্ধান হলেও পরিত্যাজ্য।",0,none,2
ভাই পাপনের পদত্যাগ নিয়ে ভিডিও বানান ঐ শালার পদত্যাগ চাই।,1,bullying,5
Ziaur Rahman Shaheb er chele akta beyadob. Alem er ghore jalem hoice.........,0,none,2
ওকে পুলিশে না দিয়ে গণো পিটুনি দেওয়া উচিতআমার মনে হয় এই মুরব্বি ওর বাবা না ও তো একটা জানোয়ারের বাচ্চা,1,threat,5
ফাহমি খাংকির ছেলে তোর বিচির মদ্ধে টা লাথি মারমু। আর শবনম মাগি আর মম মাগি তোদের দুই জনের হোগা দিয়া একটা বাশের বাগান ঢুকামু,1,threat,3
সাকিবের উচিত এখন অন্যায়ের কাছে মাথা নত করা ঠিক হবে না। সবকিছু পাপনের চালাকি।,0,none,1
অর বুদার মধ্যে কারেন্ট দিলে সব এমনিই বলে দিবে,1,hate_speech,3
প্রিয় নায়িকার গানটা প্রিয়।💞💞💞,0,none,2
বাহ উনাকে সুন্দরীদের চারপাশে থাকতে হয়না? তাছাড়া এবার মালাকুল মউত এর হাত ফসকে বেরিয়ে আসতে পারলেও জাক্কুম বৃক্ষ যে ছাড়বে না শেষমেশ তা তিনিও জানেন।তাই জোর করেই জনগণের টাকায় ফুটানি চালিয়ে যেতে চান !!😂😂,0,none,1
মোয়েটার ফেমিলি বলতে কি কিছু নাই।। অবাক আমি,0,none,2
পাকিস্তানি ক্রিকেটারদের জন্মই যেনো সবসময় অবস্থার বিপরীতে অবিশ্বাস্য কিছু করে দেখানোর জন্য,0,none,1
সব কটা ভুদাই ভদ্র মানুষ কোন দিন এই ভাবে কথা বলে নাকি। জাজ ফুডাইতে আইছে খ্যাতের থেকে উঠে আসছে এক একটা,0,none,2
গল্প টি অনেক সুন্দৱ,0,none,1
যতোই হক বাবা এর গায়ে হাত উঠানো বড় অপরাদওজে সাজা দেওয়া হোক,0,none,1
কাউয়া কাদের রেডি হয়ে জাও,1,hate_speech,3
নায়ক না আমাৰ বাল,1,hate_speech,3
নাটোক টা খুবি সুন্দর,0,none,1
অপু উকিল তোর মুখ দিয়ে কি কোনদিনও সত্য কথা বের হবে না? তোর মুখ এবং ব্যাক সাইট উভয়ই সমান রে। তোর জন্মই হয়েছিল মিথ্যা কথা আওড়ানোর জন্য।,0,none,2
বিচারক দু জনের পুটকি মারা দরকার তাহলে তাদের ব্যবহার ভালোহবে।খানকি আর খানকির োলারা বিচারক।,1,threat,3
সিসি কেমেরার ফুটেজ অসসিকার করে,0,none,1
সামার পো,0,none,2
পাসের পুলিস টার দুধ কতো বরো বরো ওডা কি পুলিস,0,none,1
সব ফালতু,0,none,1
এদের চে ইহুদিরা অনেক ভালো,0,none,2
মিন্নি ও খুনি,0,none,2
এগিয়ে জান,0,none,1
যে তিনটা সরাসরি খুনি অংশগ্রহণ করেছে তার মধ্যে একটা তো ক্রসফায়ার হয়ে গেছে বাকি দুইটা কে ক্রসফায়ার দিয়ে অন্যদের এবং যারা জড়িত ছিল তাদেরকে তদন্ত সাপেক্ষে আইনের আওতায় আনা হোক। আমার মনে হয় এই খুনের পিছনে তার স্ত্রী ও জড়িত ছিল।,0,none,1
সেই সোনালী যুগের সেই সোনালী যুটি।আর হবেনা বাংলাদেশ এই রকম সিনেমা ও এই রকমের যুটি।,0,none,1
বিক্রিতি রুচি সারাদিন যে মাগী এই টেবিল ঐ টেবিল কাজ করে বেরাই তাদের সাথে বড় লেবেলের হয়ে কি করে পিউন এর সাথে শুই!ছিঃ! ডিসির বৌ এর জন্য খুব কষ্ট হচ্ছে। সেম প্রবলেম আমিও ফেস করেছি। আজি যেনো এমন স্বামী কে ডিভোর্স দেয়। আমি দূর করে দিয়েছি আমার জীবন থেকে এমন কিট কে।🤬😡,1,threat,3
এই মিথ্যা বাদি মাগি তুই যদি চেষ্টা করলে পারতি তোর রিফাতকে বাচাতে তোর কোনো কথা আমরা বিশ্বাস করবো না ডায়নী,1,hate_speech,3
স্যারে তোমার কোনো খতি কারেনায় এটা জাতি দেখেছে নিজের ইজ্জত বিঞি করে খাওয়া তোমাদের মতো নারীদের বেঁচে থাকা আর না থাকা একসমান চরিত্র হিন মহিলা তুমি তাহা জাতি ভালো করে বুজে গিয়াছে,0,none,2
বোকাচোদা বিচারক দিয়া অনুষ্ঠান করেন,1,sexual_harassment,5
আপুকে সবাই সহযোগিতা করুন,0,none,1
এই ভন্ড হুজুরকে ধরে জুতা পেটা করা হউক শালা ইহুদী ক্রিস্টানের দালাল,1,bullying,4
আগে ছিল খানকি এখন হয়েছে বেশ,1,hate_speech,4
গালি দিলে কি হইছে খানকির পোলারা,1,hate_speech,4
পাগল সব। কাজ কর্ম নেই,0,none,2
দেশটা কিন্তু রাজতন্ত্র না। গনতন্ত্র দেশ বাংলাদেশ। জনগন সব চাইতে বেশি চায় কাকে এটা জনগনেই ভালো জানে।,0,none,1
এই সব খানিকর পোলাদের জন্য দেশে ছেলে মেয়েদের ভবিষ্যত নষ্ট হয়ে যাচ্ছে। এই সব অশিক্ষিত বিচারকের জন্য দেশের দামাল ছেলেদের ভবিষ্যত নষ্ট। আবার শো এর নাম কে হবে মাসুদ রানা। ওখানকির পোলা নিজের চুল কাটেনা ও অন্যদের হিয়ার কার্টিং নিয়ে অপমান করে। ওর নুনু কেটে নেওয়া হক।,1,threat,4
কে কে সুজনের জন্য খুলনা নেন নাই,0,none,1
এই ধরনের প্রচার থেকে বিরত থাকুন। আপনাকেও নাস্তিক ভাবতে বাধ্য হব,0,none,1
নাস্তিক ওরাই তো প্রকৃত প্রতিবন্ধী আমার ইসলাম ধর্ম নিয়া কেউ কুটক্তি করো না করলে একদম সাইজ করো দিবো,0,none,1
"টিনের চালে কাওয়া, তুমি আমার শাওয়া",1,threat,5
খানকির পুত মাদার চোদ,1,sexual_harassment,4
"আপনি বললেন,  ""বিশ্ববিদ্যালয়ের শিক্ষকদের এই দেশের ছেলেমেয়েদের জন্য বিন্দুমাত্র মায়া নেই""।  আপনিও তো একজন শিক্ষক, কোটা নিয়ে আপনি যা করলেন মনে হল মায়া গুলো সরবত গুলিয়ে দিয়ে দিয়েছেন!",0,none,1
ঐ শালা বুইড়া শয়তান একটা নাস্তিক,1,bullying,4
আবার ও এক দুই রানের আফসোস,0,none,2
কুত্তালিগের আস্তানা জালিয়ে দাও পুড়িয়ে দাও,1,hate_speech,3
খুব খুশি হয়েছি,0,none,2
এই চার কুত্তারবাচ্চা কে জুতা দিয়া পিঠাতে হবে,1,threat,3
স্যারের পোস্টে মানুষ এত হাসে কেন।,0,none,1
"স্যার এ দেশে আমার্না, এ দেশ আপনার না, এ দেশ মৌলবাদীদের, এ দেশে আর থাকতে মন চাইনা, আমরা আপনার নিরাপত্তারর জন্য এটাই কামনা করি জাদুঘরে আপনাকে আয়নার গ্লাসে নিরাপত্তার সহিত বন্দি করে রাখা হোক,ওখানেই নিরাপদ,  ওখান থেকে বসে #তোমরা_যারা  কলাম লিখবেন।",0,none,1
"ধন্যবাদ, পূরাতন ছায়াছবি আপলোড দেয়ার জন্য। দয়া করে মাটির মায়া সিনেমাটা আপলোড দিবেন?",0,none,2
না হুমায়ুন আজাদ এতো বড় ক্রাক মাতাল ছিল,0,none,2
আসলে নুসরাত টা কে? থাকে নিয়ে এতো কথা বলতেছে? দৈনিক হাজারো নুসরাত গ্রাম গন্জে মরতেছে তাদের খবর নিচ্ছ তুমরা? আসলে এই টা মিডিয়ায় উঠেছেতো তাই একটু তুল পার হচ্ছে আর কিছু না।,0,none,1
ছাগলের বাচ্ছারা মন চায় জুতা দিয়া পিটাই।,1,hate_speech,3
কেন জানি মনে হয় আমার আওয়ামী লীগের সবাই পাগল । মাঝে মাঝে এমন এমন কিছু কথা বলে না হেসে পারি না । 😃😃😄,0,none,1
পোস্ট যেমন তেমন কমেন্টগুলা গর্জিয়াস।,0,none,2
সভাপতি কে আগে বাদ দেয়া হক,0,none,2
তাইরে জন মামা দিয়ে চুদানো দরকার,1,threat,3
